Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2006/2007,Alberta,Social and behavioural sciences,v62427477,10.4,12662.00000000
2007/2008,Alberta,Social and behavioural sciences,v62427477,10.4,13174.00000000
2008/2009,Alberta,Social and behavioural sciences,v62427477,10.4,14139.00000000
2009/2010,Alberta,Social and behavioural sciences,v62427477,10.4,16914.00000000
2010/2011,Alberta,Social and behavioural sciences,v62427477,10.4,17166.00000000
2011/2012,Alberta,Social and behavioural sciences,v62427477,10.4,17226.00000000
2012/2013,Alberta,Social and behavioural sciences,v62427477,10.4,17834.00000000
2013/2014,Alberta,Social and behavioural sciences,v62427477,10.4,18158.00000000
2014/2015,Alberta,Social and behavioural sciences,v62427477,10.4,18997.00000000
2015/2016,Alberta,Social and behavioural sciences,v62427477,10.4,19542.00000000
2016/2017,Alberta,Social and behavioural sciences,v62427477,10.4,19811.00000000
2006/2007,Alberta,"Law, legal professions and studies",v62427478,10.5,21666.00000000
2007/2008,Alberta,"Law, legal professions and studies",v62427478,10.5,21829.00000000
2008/2009,Alberta,"Law, legal professions and studies",v62427478,10.5,28398.00000000
2009/2010,Alberta,"Law, legal professions and studies",v62427478,10.5,27934.00000000
2010/2011,Alberta,"Law, legal professions and studies",v62427478,10.5,32601.00000000
2011/2012,Alberta,"Law, legal professions and studies",v62427478,10.5,33384.00000000
2012/2013,Alberta,"Law, legal professions and studies",v62427478,10.5,31203.00000000
2013/2014,Alberta,"Law, legal professions and studies",v62427478,10.5,33417.00000000
2014/2015,Alberta,"Law, legal professions and studies",v62427478,10.5,35339.00000000
2015/2016,Alberta,"Law, legal professions and studies",v62427478,10.5,42314.00000000
2016/2017,Alberta,"Law, legal professions and studies",v62427478,10.5,42682.00000000
2006/2007,Alberta,"Business, management and public administration",v62427479,10.6,12113.00000000
2007/2008,Alberta,"Business, management and public administration",v62427479,10.6,12691.00000000
2008/2009,Alberta,"Business, management and public administration",v62427479,10.6,13489.00000000
2009/2010,Alberta,"Business, management and public administration",v62427479,10.6,15932.00000000
2010/2011,Alberta,"Business, management and public administration",v62427479,10.6,16169.00000000
2011/2012,Alberta,"Business, management and public administration",v62427479,10.6,18703.00000000
2012/2013,Alberta,"Business, management and public administration",v62427479,10.6,19134.00000000
2013/2014,Alberta,"Business, management and public administration",v62427479,10.6,19491.00000000
2014/2015,Alberta,"Business, management and public administration",v62427479,10.6,20400.00000000
2015/2016,Alberta,"Business, management and public administration",v62427479,10.6,20893.00000000
2016/2017,Alberta,"Business, management and public administration",v62427479,10.6,21317.00000000
2006/2007,Alberta,Physical and life sciences and technologies,v62427480,10.7,12457.00000000
2007/2008,Alberta,Physical and life sciences and technologies,v62427480,10.7,13105.00000000
2008/2009,Alberta,Physical and life sciences and technologies,v62427480,10.7,13948.00000000
2009/2010,Alberta,Physical and life sciences and technologies,v62427480,10.7,17154.00000000
2010/2011,Alberta,Physical and life sciences and technologies,v62427480,10.7,17410.00000000
2011/2012,Alberta,Physical and life sciences and technologies,v62427480,10.7,17471.00000000
2012/2013,Alberta,Physical and life sciences and technologies,v62427480,10.7,17744.00000000
2013/2014,Alberta,Physical and life sciences and technologies,v62427480,10.7,18175.00000000
2014/2015,Alberta,Physical and life sciences and technologies,v62427480,10.7,18883.00000000
2015/2016,Alberta,Physical and life sciences and technologies,v62427480,10.7,19223.00000000
2016/2017,Alberta,Physical and life sciences and technologies,v62427480,10.7,19469.00000000
2006/2007,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,11621.00000000
2007/2008,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,13045.00000000
2008/2009,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,13112.00000000
2009/2010,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,15907.00000000
2010/2011,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,16144.00000000
2011/2012,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,16201.00000000
2012/2013,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,17273.00000000
2013/2014,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,17573.00000000
2014/2015,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,18572.00000000
2015/2016,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,19378.00000000
2016/2017,Alberta,"Mathematics, computer and information sciences",v62427481,10.8,19658.00000000
2006/2007,Alberta,Engineering,v62427482,10.9,14248.00000000
2007/2008,Alberta,Engineering,v62427482,10.9,14715.00000000
2008/2009,Alberta,Engineering,v62427482,10.9,14583.00000000
2009/2010,Alberta,Engineering,v62427482,10.9,19051.00000000
2010/2011,Alberta,Engineering,v62427482,10.9,19335.00000000
2011/2012,Alberta,Engineering,v62427482,10.9,20424.00000000
2012/2013,Alberta,Engineering,v62427482,10.9,20906.00000000
2013/2014,Alberta,Engineering,v62427482,10.9,21343.00000000
2014/2015,Alberta,Engineering,v62427482,10.9,22321.00000000
2015/2016,Alberta,Engineering,v62427482,10.9,23438.00000000
2016/2017,Alberta,Engineering,v62427482,10.9,23724.00000000
2006/2007,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,11793.00000000
2007/2008,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,11943.00000000
2008/2009,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,13294.00000000
2009/2010,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,17316.00000000
2010/2011,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,17574.00000000
2011/2012,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,17636.00000000
2012/2013,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,18113.00000000
2013/2014,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,18540.00000000
2014/2015,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,19495.00000000
2015/2016,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,19900.00000000
2016/2017,Alberta,"Agriculture, natural resources and conservation",v62427470,10.11,20204.00000000
2007/2008,Alberta,Dentistry,v62468709,10.12,40217.00000000
2008/2008,Alberta,Dentistry,v62468709,10.12,..
2009/2010,Alberta,Dentistry,v62468709,10.12,..
2010/2011,Alberta,Dentistry,v62468709,10.12,..
2011/2012,Alberta,Dentistry,v62468709,10.12,..
2012/2012,Alberta,Dentistry,v62468709,10.12,..
2013/2013,Alberta,Dentistry,v62468709,10.12,..
2014/2014,Alberta,Dentistry,v62468709,10.12,..
2015/2015,Alberta,Dentistry,v62468709,10.12,..
2016/2016,Alberta,Dentistry,v62468709,10.12,..
2006/2007,Alberta,Medicine,v62427471,10.13,49050.00000000
2007/2008,Alberta,Medicine,v62427471,10.13,50670.00000000
2008/2009,Alberta,Medicine,v62427471,10.13,53001.00000000
2009/2010,Alberta,Medicine,v62427471,10.13,55174.00000000
2010/2011,Alberta,Medicine,v62427471,10.13,56001.00000000
2011/2012,Alberta,Medicine,v62427471,10.13,56197.00000000
2012/2013,Alberta,Medicine,v62427471,10.13,57012.00000000
2013/2014,Alberta,Medicine,v62427471,10.13,57021.00000000
2014/2015,Alberta,Medicine,v62427471,10.13,57582.00000000
2015/2016,Alberta,Medicine,v62427471,10.13,57582.00000000
2016/2017,Alberta,Medicine,v62427471,10.13,57582.00000000
2007/2008,Alberta,Nursing,v62427472,10.14,15078.00000000
2008/2009,Alberta,Nursing,v62427472,10.14,15611.00000000
2009/2010,Alberta,Nursing,v62427472,10.14,19562.00000000
2010/2011,Alberta,Nursing,v62427472,10.14,19168.00000000
2011/2012,Alberta,Nursing,v62427472,10.14,19235.00000000
2012/2013,Alberta,Nursing,v62427472,10.14,16519.00000000
2013/2014,Alberta,Nursing,v62427472,10.14,17371.00000000
2014/2015,Alberta,Nursing,v62427472,10.14,17526.00000000
2015/2016,Alberta,Nursing,v62427472,10.14,18453.00000000
2016/2017,Alberta,Nursing,v62427472,10.14,18783.00000000
2007/2008,Alberta,Pharmacy,v62427473,10.15,12964.00000000
2008/2009,Alberta,Pharmacy,v62427473,10.15,13560.00000000
2009/2010,Alberta,Pharmacy,v62427473,10.15,18651.00000000
2010/2011,Alberta,Pharmacy,v62427473,10.15,17995.00000000
2011/2012,Alberta,Pharmacy,v62427473,10.15,29830.00000000
2012/2013,Alberta,Pharmacy,v62427473,10.15,34379.00000000
2013/2014,Alberta,Pharmacy,v62427473,10.15,34566.00000000
2014/2015,Alberta,Pharmacy,v62427473,10.15,34802.00000000
2015/2016,Alberta,Pharmacy,v62427473,10.15,35566.00000000
2016/2017,Alberta,Pharmacy,v62427473,10.15,38278.00000000
2006/2007,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,12551.00000000
2007/2008,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,16266.00000000
2008/2009,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,20216.00000000
2009/2010,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,17163.00000000
2010/2011,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,17419.00000000
2011/2012,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,17480.00000000
2012/2013,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,16545.00000000
2013/2014,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,16157.00000000
2014/2015,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,17567.00000000
2015/2016,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,17203.00000000
2016/2017,Alberta,"Other health, parks, recreation and fitness",v62427474,10.17,17420.00000000
2006/2007,British Columbia,Education,v62427483,11.1,15383.00000000
2007/2008,British Columbia,Education,v62427483,11.1,16039.00000000
2008/2009,British Columbia,Education,v62427483,11.1,13872.00000000
2009/2010,British Columbia,Education,v62427483,11.1,17543.00000000
2010/2011,British Columbia,Education,v62427483,11.1,19259.00000000
2011/2012,British Columbia,Education,v62427483,11.1,20924.00000000
2012/2013,British Columbia,Education,v62427483,11.1,15358.00000000
2013/2014,British Columbia,Education,v62427483,11.1,17354.00000000
2014/2015,British Columbia,Education,v62427483,11.1,17277.00000000
2015/2016,British Columbia,Education,v62427483,11.1,18193.00000000
2016/2017,British Columbia,Education,v62427483,11.1,18403.00000000
2006/2007,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,15804.00000000
2007/2008,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,16440.00000000
2008/2009,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,15196.00000000
2009/2010,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,16661.00000000
2010/2011,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,17029.00000000
2011/2012,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,13711.00000000
2012/2013,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,14390.00000000
2013/2014,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,18788.00000000
2014/2015,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,17838.00000000
2015/2016,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,18939.00000000
2016/2017,British Columbia,"Visual and performing arts, and communications technologies",v62427488,11.2,19397.00000000
2006/2007,British Columbia,Humanities,v62427489,11.3,15791.00000000
2007/2008,British Columbia,Humanities,v62427489,11.3,16791.00000000
2008/2009,British Columbia,Humanities,v62427489,11.3,15394.00000000
2009/2010,British Columbia,Humanities,v62427489,11.3,17371.00000000
2010/2011,British Columbia,Humanities,v62427489,11.3,18077.00000000
2011/2012,British Columbia,Humanities,v62427489,11.3,19282.00000000
2012/2013,British Columbia,Humanities,v62427489,11.3,18394.00000000
2013/2014,British Columbia,Humanities,v62427489,11.3,19136.00000000
2014/2015,British Columbia,Humanities,v62427489,11.3,20512.00000000
2015/2016,British Columbia,Humanities,v62427489,11.3,22382.00000000
2016/2017,British Columbia,Humanities,v62427489,11.3,23813.00000000
2006/2007,British Columbia,Social and behavioural sciences,v62427490,11.4,15285.00000000
2007/2008,British Columbia,Social and behavioural sciences,v62427490,11.4,16126.00000000
2008/2009,British Columbia,Social and behavioural sciences,v62427490,11.4,16231.00000000
2009/2010,British Columbia,Social and behavioural sciences,v62427490,11.4,17688.00000000
2010/2011,British Columbia,Social and behavioural sciences,v62427490,11.4,18454.00000000
2011/2012,British Columbia,Social and behavioural sciences,v62427490,11.4,19080.00000000
2012/2013,British Columbia,Social and behavioural sciences,v62427490,11.4,18369.00000000
2013/2014,British Columbia,Social and behavioural sciences,v62427490,11.4,19228.00000000
2014/2015,British Columbia,Social and behavioural sciences,v62427490,11.4,19210.00000000
2015/2016,British Columbia,Social and behavioural sciences,v62427490,11.4,20391.00000000
2016/2017,British Columbia,Social and behavioural sciences,v62427490,11.4,21202.00000000
2006/2007,British Columbia,"Law, legal professions and studies",v62427491,11.5,17385.00000000
2007/2008,British Columbia,"Law, legal professions and studies",v62427491,11.5,18891.00000000
2008/2009,British Columbia,"Law, legal professions and studies",v62427491,11.5,19582.00000000
2009/2010,British Columbia,"Law, legal professions and studies",v62427491,11.5,20059.00000000
2010/2011,British Columbia,"Law, legal professions and studies",v62427491,11.5,20789.00000000
2011/2012,British Columbia,"Law, legal professions and studies",v62427491,11.5,21546.00000000
2012/2013,British Columbia,"Law, legal professions and studies",v62427491,11.5,22155.00000000
2013/2014,British Columbia,"Law, legal professions and studies",v62427491,11.5,22730.00000000
2014/2015,British Columbia,"Law, legal professions and studies",v62427491,11.5,24862.00000000
2015/2016,British Columbia,"Law, legal professions and studies",v62427491,11.5,24722.00000000
2016/2017,British Columbia,"Law, legal professions and studies",v62427491,11.5,25690.00000000
2006/2007,British Columbia,"Business, management and public administration",v62427492,11.6,15280.00000000
2007/2008,British Columbia,"Business, management and public administration",v62427492,11.6,16029.00000000
2008/2009,British Columbia,"Business, management and public administration",v62427492,11.6,14611.00000000
2009/2010,British Columbia,"Business, management and public administration",v62427492,11.6,12983.00000000
2010/2011,British Columbia,"Business, management and public administration",v62427492,11.6,15053.00000000
2011/2012,British Columbia,"Business, management and public administration",v62427492,11.6,16746.00000000
2012/2013,British Columbia,"Business, management and public administration",v62427492,11.6,15159.00000000
2013/2014,British Columbia,"Business, management and public administration",v62427492,11.6,16196.00000000
2014/2015,British Columbia,"Business, management and public administration",v62427492,11.6,17433.00000000
2015/2016,British Columbia,"Business, management and public administration",v62427492,11.6,18931.00000000
2016/2017,British Columbia,"Business, management and public administration",v62427492,11.6,19740.00000000
2006/2007,British Columbia,Physical and life sciences and technologies,v62427493,11.7,15776.00000000
2007/2008,British Columbia,Physical and life sciences and technologies,v62427493,11.7,16753.00000000
2008/2009,British Columbia,Physical and life sciences and technologies,v62427493,11.7,16529.00000000
2009/2010,British Columbia,Physical and life sciences and technologies,v62427493,11.7,18146.00000000
2010/2011,British Columbia,Physical and life sciences and technologies,v62427493,11.7,18970.00000000
2011/2012,British Columbia,Physical and life sciences and technologies,v62427493,11.7,19770.00000000
2012/2013,British Columbia,Physical and life sciences and technologies,v62427493,11.7,19593.00000000
2013/2014,British Columbia,Physical and life sciences and technologies,v62427493,11.7,20273.00000000
2014/2015,British Columbia,Physical and life sciences and technologies,v62427493,11.7,19315.00000000
2015/2016,British Columbia,Physical and life sciences and technologies,v62427493,11.7,21091.00000000
2016/2017,British Columbia,Physical and life sciences and technologies,v62427493,11.7,22432.00000000
2006/2007,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,15077.00000000
2007/2008,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,15867.00000000
2008/2009,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,16026.00000000
2009/2010,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,16739.00000000
2010/2011,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,17310.00000000
2011/2012,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,18047.00000000
2012/2013,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,16694.00000000
2013/2014,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,17027.00000000
2014/2015,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,18249.00000000
2015/2016,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,19652.00000000
2016/2017,British Columbia,"Mathematics, computer and information sciences",v62427494,11.8,20420.00000000
2006/2007,British Columbia,Engineering,v62427495,11.9,16507.00000000
2007/2008,British Columbia,Engineering,v62427495,11.9,17347.00000000
2008/2009,British Columbia,Engineering,v62427495,11.9,17794.00000000
2009/2010,British Columbia,Engineering,v62427495,11.9,18879.00000000
2010/2011,British Columbia,Engineering,v62427495,11.9,19161.00000000
2011/2012,British Columbia,Engineering,v62427495,11.9,19795.00000000
2012/2013,British Columbia,Engineering,v62427495,11.9,19109.00000000
2013/2014,British Columbia,Engineering,v62427495,11.9,20078.00000000
2014/2015,British Columbia,Engineering,v62427495,11.9,20382.00000000
2015/2016,British Columbia,Engineering,v62427495,11.9,21913.00000000
2016/2017,British Columbia,Engineering,v62427495,11.9,23072.00000000
2008/2009,British Columbia,Architecture and related technologies,v62427484,11.10,18711.00000000
2009/2010,British Columbia,Architecture and related technologies,v62427484,11.10,19670.00000000
2010/2011,British Columbia,Architecture and related technologies,v62427484,11.10,20457.00000000
2011/2012,British Columbia,Architecture and related technologies,v62427484,11.10,21275.00000000
2012/2013,British Columbia,Architecture and related technologies,v62427484,11.10,21701.00000000
2013/2014,British Columbia,Architecture and related technologies,v62427484,11.10,22135.00000000
2014/2015,British Columbia,Architecture and related technologies,v62427484,11.10,22578.00000000
2015/2016,British Columbia,Architecture and related technologies,v62427484,11.10,23649.00000000
2016/2017,British Columbia,Architecture and related technologies,v62427484,11.10,25497.00000000
2006/2007,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,14239.00000000
2007/2008,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,15671.00000000
2008/2009,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,15463.00000000
2009/2010,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,19178.00000000
2010/2011,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,19883.00000000
2011/2012,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,20954.00000000
2012/2013,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,19590.00000000
2013/2014,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,20708.00000000
2014/2015,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,20893.00000000
2015/2016,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,23144.00000000
2016/2017,British Columbia,"Agriculture, natural resources and conservation",v62427485,11.11,24866.00000000
2007/2008,British Columbia,Nursing,v62427486,11.14,16096.00000000
2008/2009,British Columbia,Nursing,v62427486,11.14,13895.00000000
2009/2010,British Columbia,Nursing,v62427486,11.14,15195.00000000
2010/2011,British Columbia,Nursing,v62427486,11.14,15908.00000000
2011/2012,British Columbia,Nursing,v62427486,11.14,17138.00000000
2012/2013,British Columbia,Nursing,v62427486,11.14,15649.00000000
2013/2014,British Columbia,Nursing,v62427486,11.14,16204.00000000
2014/2015,British Columbia,Nursing,v62427486,11.14,16477.00000000
2015/2016,British Columbia,Nursing,v62427486,11.14,18418.00000000
2016/2017,British Columbia,Nursing,v62427486,11.14,19261.00000000
2006/2007,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,15474.00000000
2007/2008,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,17345.00000000
2008/2009,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,16811.00000000
2009/2010,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,17980.00000000
2010/2011,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,18347.00000000
2011/2012,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,18591.00000000
2012/2013,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,18777.00000000
2013/2014,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,18330.00000000
2014/2015,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,19486.00000000
2015/2016,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,20858.00000000
2016/2017,British Columbia,"Other health, parks, recreation and fitness",v62427487,11.17,21843.00000000
